contract_address,implementation_address,contract_name,function_name,signature,state_mutability,input_params,output_params
0x1332d2b4dc83238b621b7f7d0f72fec58bb81a9b,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,renounceRole,36568abe,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x1332d2b4dc83238b621b7f7d0f72fec58bb81a9b,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,revokeRole,d547741f,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x1332d2b4dc83238b621b7f7d0f72fec58bb81a9b,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,supportsInterface,01ffc9a7,view,"[{""name"": ""interfaceId"", ""type"": ""bytes4"", ""position"": 1}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x1332d2b4dc83238b621b7f7d0f72fec58bb81a9b,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,updateAnswer,309676e9,nonpayable,"[{""name"": ""newAnswer"", ""type"": ""int192"", ""position"": 1}, {""name"": ""newTimestamp"", ""type"": ""uint32"", ""position"": 2}]",[]
0x1332d2b4dc83238b621b7f7d0f72fec58bb81a9b,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,version,54fd4d50,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,,BackedOracleProxy,admin,f851a440,nonpayable,[],"[{""name"": ""admin_"", ""type"": ""address"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,,BackedOracleProxy,changeAdmin,8f283970,nonpayable,"[{""name"": ""newAdmin"", ""type"": ""address"", ""position"": 1}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,,BackedOracleProxy,implementation,5c60da1b,nonpayable,[],"[{""name"": ""implementation_"", ""type"": ""address"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,,BackedOracleProxy,upgradeTo,3659cfe6,nonpayable,"[{""name"": ""newImplementation"", ""type"": ""address"", ""position"": 1}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,,BackedOracleProxy,upgradeToAndCall,4f1ef286,payable,"[{""name"": ""newImplementation"", ""type"": ""address"", ""position"": 1}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 2}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,DEFAULT_ADMIN_ROLE,a217fddf,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MAX_PERCENT_DIFFERENCE,8a991dd1,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MAX_TIMESTAMP_AGE,76670d7a,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MIN_UPDATE_INTERVAL,bd3be27c,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,UPDATER_ROLE,47e63380,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,VERSION,ffa1ad74,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,decimals,313ce567,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,description,7284e416,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getAnswer,b5ab58dc,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getRoleAdmin,248a9ca3,view,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getRoundData,9a6fc8f5,view,"[{""name"": ""roundId"", ""type"": ""uint80"", ""position"": 1}]","[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getTimestamp,b633620c,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,grantRole,2f2ff15d,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,hasRole,91d14854,view,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,initialize,f4a29067,nonpayable,"[{""name"": ""__decimals"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""__description"", ""type"": ""string"", ""position"": 2}, {""name"": ""__admin"", ""type"": ""address"", ""position"": 3}, {""name"": ""__updater"", ""type"": ""address"", ""position"": 4}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestAnswer,50d25bcd,view,[],"[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestRound,668a0f02,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestRoundData,feaf968c,view,[],"[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestTimestamp,8205bf6a,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,renounceRole,36568abe,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,revokeRole,d547741f,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,supportsInterface,01ffc9a7,view,"[{""name"": ""interfaceId"", ""type"": ""bytes4"", ""position"": 1}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,updateAnswer,309676e9,nonpayable,"[{""name"": ""newAnswer"", ""type"": ""int192"", ""position"": 1}, {""name"": ""newTimestamp"", ""type"": ""uint32"", ""position"": 2}]",[]
0x19972d1750f959dd14cf436da6360185bd54cea0,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,version,54fd4d50,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,,BackedOracleProxy,admin,f851a440,nonpayable,[],"[{""name"": ""admin_"", ""type"": ""address"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,,BackedOracleProxy,changeAdmin,8f283970,nonpayable,"[{""name"": ""newAdmin"", ""type"": ""address"", ""position"": 1}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,,BackedOracleProxy,implementation,5c60da1b,nonpayable,[],"[{""name"": ""implementation_"", ""type"": ""address"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,,BackedOracleProxy,upgradeTo,3659cfe6,nonpayable,"[{""name"": ""newImplementation"", ""type"": ""address"", ""position"": 1}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,,BackedOracleProxy,upgradeToAndCall,4f1ef286,payable,"[{""name"": ""newImplementation"", ""type"": ""address"", ""position"": 1}, {""name"": ""data"", ""type"": ""bytes"", ""position"": 2}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,DEFAULT_ADMIN_ROLE,a217fddf,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MAX_PERCENT_DIFFERENCE,8a991dd1,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MAX_TIMESTAMP_AGE,76670d7a,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,MIN_UPDATE_INTERVAL,bd3be27c,view,[],"[{""name"": """", ""type"": ""uint32"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,UPDATER_ROLE,47e63380,view,[],"[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,VERSION,ffa1ad74,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,decimals,313ce567,view,[],"[{""name"": """", ""type"": ""uint8"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,description,7284e416,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getAnswer,b5ab58dc,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getRoleAdmin,248a9ca3,view,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}]","[{""name"": """", ""type"": ""bytes32"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getRoundData,9a6fc8f5,view,"[{""name"": ""roundId"", ""type"": ""uint80"", ""position"": 1}]","[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,getTimestamp,b633620c,view,"[{""name"": ""roundId"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,grantRole,2f2ff15d,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,hasRole,91d14854,view,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,initialize,f4a29067,nonpayable,"[{""name"": ""__decimals"", ""type"": ""uint8"", ""position"": 1}, {""name"": ""__description"", ""type"": ""string"", ""position"": 2}, {""name"": ""__admin"", ""type"": ""address"", ""position"": 3}, {""name"": ""__updater"", ""type"": ""address"", ""position"": 4}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestAnswer,50d25bcd,view,[],"[{""name"": """", ""type"": ""int256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestRound,668a0f02,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestRoundData,feaf968c,view,[],"[{""name"": """", ""type"": ""uint80"", ""position"": 1}, {""name"": """", ""type"": ""int256"", ""position"": 2}, {""name"": """", ""type"": ""uint256"", ""position"": 3}, {""name"": """", ""type"": ""uint256"", ""position"": 4}, {""name"": """", ""type"": ""uint80"", ""position"": 5}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,latestTimestamp,8205bf6a,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,renounceRole,36568abe,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,revokeRole,d547741f,nonpayable,"[{""name"": ""role"", ""type"": ""bytes32"", ""position"": 1}, {""name"": ""account"", ""type"": ""address"", ""position"": 2}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,supportsInterface,01ffc9a7,view,"[{""name"": ""interfaceId"", ""type"": ""bytes4"", ""position"": 1}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,updateAnswer,309676e9,nonpayable,"[{""name"": ""newAnswer"", ""type"": ""int192"", ""position"": 1}, {""name"": ""newTimestamp"", ""type"": ""uint32"", ""position"": 2}]",[]
0x1d3be4d05eba2aa6c4eede85a74f491c31766e64,0xb239bd2216D1c8476f601e0d9b5FfAD556C59Cc4,BackedOracle,version,54fd4d50,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x260e1077dea98e738324a6cefb0ee9a272ed471a,,OmenAgentResultMapping,addPrediction,a42e001c,nonpayable,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""prediction"", ""type"": ""tuple"", ""position"": 2, ""components"": [{""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 2}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 3}, {""name"": ""estimatedProbabilityBps"", ""type"": ""uint16"", ""position"": 4}]}]",[]
0x260e1077dea98e738324a6cefb0ee9a272ed471a,,OmenAgentResultMapping,getPredictionByIndex,6e3aa784,view,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""index"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""tuple"", ""position"": 1, ""components"": [{""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 2}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 3}, {""name"": ""estimatedProbabilityBps"", ""type"": ""uint16"", ""position"": 4}]}]"
0x260e1077dea98e738324a6cefb0ee9a272ed471a,,OmenAgentResultMapping,getPredictions,b799bb0f,view,"[{""name"": ""marketAddress"", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""tuple[]"", ""position"": 1, ""components"": [{""name"": ""publisherAddress"", ""type"": ""address"", ""position"": 1}, {""name"": ""ipfsHash"", ""type"": ""bytes32"", ""position"": 2}, {""name"": ""txHashes"", ""type"": ""bytes32[]"", ""position"": 3}, {""name"": ""estimatedProbabilityBps"", ""type"": ""uint16"", ""position"": 4}]}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,checkSendLimit,8a0ef184,view,"[{""name"": ""tokenOwner"", ""type"": ""address"", ""position"": 1}, {""name"": ""src"", ""type"": ""address"", ""position"": 2}, {""name"": ""dest"", ""type"": ""address"", ""position"": 3}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,deployedAt,eae4c19f,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,divisor,1f2dc5ef,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,inflate,2a938342,view,"[{""name"": ""_initial"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""_periods"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,inflation,be0522e0,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,initialIssuance,fc22a9f8,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,issuance,863623bb,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,issuanceByStep,61c4b421,view,"[{""name"": ""_periods"", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,limits,a3eb2b4a,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}, {""name"": """", ""type"": ""address"", ""position"": 2}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,name,06fdde03,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,organizationSignup,3fbd653c,nonpayable,[],[]
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,organizations,5a1f7406,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""bool"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,period,ef78d4fd,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,periods,a4caeb42,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,pow,2e4c697f,pure,"[{""name"": ""base"", ""type"": ""uint256"", ""position"": 1}, {""name"": ""exponent"", ""type"": ""uint256"", ""position"": 2}]","[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,seen,7f501d04,view,"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,signup,b7bc0f73,nonpayable,[],[]
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,signupBonus,67cb52d8,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,symbol,95d89b41,view,[],"[{""name"": """", ""type"": ""string"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,timeout,70dea79a,view,[],"[{""name"": """", ""type"": ""uint256"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,tokenToUser,a18b506b,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,transferThrough,d62fd9a2,nonpayable,"[{""name"": ""tokenOwners"", ""type"": ""address[]"", ""position"": 1}, {""name"": ""srcs"", ""type"": ""address[]"", ""position"": 2}, {""name"": ""dests"", ""type"": ""address[]"", ""position"": 3}, {""name"": ""wads"", ""type"": ""uint256[]"", ""position"": 4}]",[]
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,trust,9951d62f,nonpayable,"[{""name"": ""user"", ""type"": ""address"", ""position"": 1}, {""name"": ""limit"", ""type"": ""uint256"", ""position"": 2}]",[]
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,userToToken,28d249fe,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}]","[{""name"": """", ""type"": ""address"", ""position"": 1}]"
0x29b9a7fbb8995b2423a71cc17cf9810798f6c543,,Hub,validation,77ed63c2,view,"[{""name"": """", ""type"": ""address"", ""position"": 1}]","[{""name"": ""seen"", ""type"": ""bool"", ""position"": 1}, {""name"": ""sent"", ""type"": ""uint256"", ""position"": 2}, {""name"": ""received"", ""type"": ""uint256"", ""position"": 3}]"
0x2bf164859173e70ff4f574128d22c09505712313,,AlgebraPool,activeIncentive,facb0eb1,view,[],"[{""name"": """", ""type"": ""address"", ""position"": 1}]"
